abs-error-CC,abs-error-CC-predicted,abs-error-ACC,abs-error-ACC-predicted,abs-error-PACC,abs-error-PACC-predicted,abs-error-PCC,abs-error-PCC-predicted,abs-error-SMM,abs-error-SMM-predicted,abs-error-HDy,abs-error-HDy-predicted,abs-error-DyS,abs-error-DyS-predicted,abs-error-SORD,abs-error-SORD-predicted,abs-error-MS,abs-error-MS-predicted,abs-error-MS2,abs-error-MS2-predicted,abs-error-MAX,abs-error-MAX-predicted,abs-error-X,abs-error-X-predicted,abs-error-T50,abs-error-T50-predicted,abs-error-ideal,quantifier-ideal,quantifier-ideal-num,abs-error-recommended,quantifier-recommended,quantifier-recommended-num,rank-1,rank-2,rank-3,rank-4,rank-5,rank-6,rank-7,rank-8,rank-9,rank-10,rank-11,rank-12,rank-13
0.07680000000000001,0.14305440380952392,0.0344,0.07372803,0.15535,0.08320740999999988,0.12765,0.17543271166666632,0.033549999999999996,0.054523974999999995,0.0365,0.09039616666666674,0.027800000000000002,0.06148963666666661,0.0304,0.05572905,0.030950000000000002,0.05642691666666661,0.16355,0.22474217499999946,0.03085,0.0751865816666667,0.03975,0.0781564983333333,0.5,0.5,0.027800000000000002,DyS,6,0.054523974999999995,SMM,4,4,7,8,6,1,10,11,2,5,0,3,9,12
0.0,0.07942639999999994,0.0,0.04004560000000003,0.04825,0.13929940000000002,0.04825,0.06697703333333341,0.04095,0.05865790000000005,0.0,0.07326139999999988,0.0,0.06343519999999998,0.00015,0.04646121999999998,0.0,0.049259049999999964,0.0,0.07582180000000004,0.0,0.044306999999999874,0.0,0.08101810000000008,0.5,0.5,0.0,CC,0,0.04004560000000003,ACC,1,1,10,7,8,4,6,3,5,9,0,11,2,12
0.5,0.3153777166666672,0.5,0.27605743333333393,0.26285000000000003,0.3682738499999999,0.26285000000000003,0.2629402999999998,0.18460000000000001,0.1804498000000005,0.5,0.17071405333333325,0.5,0.19888956666666707,0.11645,0.11185334999999996,0.5,0.2553271000000001,0.5,0.39463493333333327,0.5,0.19535491666666716,0.5,0.25919199999999976,0.5,0.5,0.11645,SORD,7,0.11185334999999996,SORD,7,7,5,4,10,6,8,11,3,1,0,2,9,12
0.036750000000000005,0.24112565000000014,0.015150000000000002,0.17335500000000006,0.25695,0.1867026999999999,0.22940000000000002,0.24750859999999963,0.02725,0.105098,0.0643,0.18532549999999987,0.016200000000000003,0.25259530000000013,0.015300000000000001,0.20431302000000084,0.01595,0.22981629999999997,0.038200000000000005,0.21315815000000005,0.015150000000000002,0.19177295000000058,0.0446,0.18286210000000028,0.5,0.5,0.015150000000000002,ACC,1,0.105098,SMM,4,4,1,11,5,2,10,7,9,8,0,3,6,12
0.10295,0.17634923833333363,0.04875,0.08542746666666663,0.09154999999999999,0.19762383666666666,0.14785,0.20361946999999966,0.0404,0.07075044000000008,0.051100000000000007,0.09592658333333337,0.03915,0.07430573333333329,0.03955,0.07216085833333356,0.039900000000000005,0.07521983,0.24170000000000003,0.25199186999999945,0.04875,0.0941769083333334,0.0484,0.09075539333333325,0.5,0.5,0.03915,DyS,6,0.07075044000000008,SMM,4,4,7,6,8,1,11,10,5,0,2,3,9,12
0.0151,0.06051823333333346,0.0115,0.02962423833333328,0.020950000000000003,0.13092544000000006,0.02705,0.0505937857142857,0.01165,0.029215483333333448,0.01365,0.03424269999999995,0.0105,0.026200200000000035,0.01115,0.03030500000000002,0.011200000000000002,0.021220986666666716,0.0281,0.08322410000000002,0.01145,0.07825307499999991,0.01275,0.057506499999999995,0.5,0.5,0.0105,DyS,6,0.021220986666666716,MS,8,8,6,4,1,7,5,3,11,0,10,9,2,12
0.0098,0.0757989199999999,0.01075,0.037135474999999946,0.012450000000000001,0.09330083333333333,0.01665,0.0841333166666665,0.00735,0.03781287999999996,0.0062,0.0871803,0.005849999999999999,0.03690660000000001,0.0075,0.03825819999999997,0.00795,0.04651646666666662,0.01925,0.06307635000000009,0.00875,0.05062795000000002,0.00875,0.058453200000000066,0.5,0.5,0.005849999999999999,DyS,6,0.03690660000000001,DyS,6,6,1,4,7,8,10,11,9,0,3,5,2,12
0.0131,0.034639580000000135,0.01085,0.019421026666666653,0.0182,0.02625783999999998,0.02315,0.0419337457142857,0.00955,0.01866956666666665,0.010700000000000001,0.027919074999999998,0.0089,0.019396060000000055,0.009000000000000001,0.015620080000000007,0.00935,0.0201008916666667,0.030350000000000002,0.06657524999999997,0.01145,0.02283236499999987,0.011049999999999999,0.023567371428571442,0.5,0.5,0.0089,DyS,6,0.015620080000000007,SORD,7,7,4,6,1,8,10,11,2,5,0,3,9,12
0.09005,0.07855374666666651,0.022949999999999998,0.030797116666666725,0.0236,0.17256450000000026,0.09390000000000001,0.07312934999999991,0.0228,0.03748686666666663,0.0352,0.04119959999999995,0.01965,0.03595960000000004,0.023000000000000003,0.028030680000000037,0.02265,0.026951900000000015,0.09230000000000001,0.10507099999999991,0.01925,0.07619139999999981,0.0229,0.08318079999999983,0.5,0.5,0.01925,MAX,10,0.026951900000000015,MS,8,8,7,1,6,4,5,3,10,0,11,9,2,12
0.03975,0.3377501666666675,0.02025,0.2195972000000004,0.026949999999999998,0.3077376666666656,0.05195,0.30146326666666556,0.0175,0.22522840000000094,0.01845,0.19331826666666685,0.0152,0.2104173999999998,0.017750000000000002,0.1824574000000006,0.01785,0.2212554000000002,0.056900000000000006,0.35809104999999963,0.01965,0.19782010000000033,0.0191,0.19478339999999997,0.5,0.5,0.0152,DyS,6,0.1824574000000006,SORD,7,7,5,11,10,6,1,8,4,3,2,0,9,12
0.4985,0.26613138666666747,0.4985,0.18914019999999993,0.35479999999999995,0.3675645799999977,0.35479999999999995,0.24081257333333428,0.1362,0.10143271500000055,0.128,0.16821214999999914,0.1293,0.14011355000000025,0.1384,0.09971717500000075,0.4985,0.16248879999999988,0.4988,0.3608875233333357,0.14565,0.14109721666666625,0.145,0.1431446200000004,0.5,0.5,0.128,HDy,5,0.09971717500000075,SORD,7,7,4,6,10,11,8,5,1,3,0,9,2,12
0.22745,0.19883588000000021,0.09885,0.1507657666666668,0.34635,0.17765042499999995,0.23235,0.2090598250000001,0.0777,0.12634058166666645,0.17065000000000002,0.12753467333333354,0.092,0.1287144383333332,0.08040000000000001,0.15017749666666655,0.07780000000000001,0.1505549133333334,0.35600000000000004,0.3438014333333336,0.10619999999999999,0.19989380500000017,0.10335000000000001,0.17503759666666688,0.5,0.5,0.0777,SMM,4,0.12634058166666645,SMM,4,4,5,6,7,8,1,11,2,0,10,3,9,12
0.1285,0.2878515299999994,0.06985000000000001,0.20791940000000028,0.1103,0.3496446499999999,0.18015,0.23647150499999986,0.05465,0.12351635833333328,0.0664,0.13173717499999987,0.0539,0.13897893333333322,0.055150000000000005,0.11460416666666653,0.056799999999999996,0.18755600000000025,0.28195,0.3078939583333337,0.0696,0.13040011666666632,0.06755,0.1495614583333332,0.5,0.5,0.0539,DyS,6,0.11460416666666653,SORD,7,7,4,10,5,6,11,8,1,3,0,9,2,12
0.3728,0.30416525000000044,0.10875,0.1802591000000005,0.43905,0.2911930999999999,0.2901,0.25096123571428525,0.0809,0.13975223333333353,0.1361,0.15428176666666646,0.08074999999999999,0.14986336666666672,0.0802,0.10960449999999976,0.09925,0.15293049999999994,0.32535000000000003,0.35353974999999943,0.08165000000000001,0.17992830000000035,0.09805,0.17183329999999972,0.5,0.5,0.0802,SORD,7,0.10960449999999976,SORD,7,7,4,6,8,5,11,10,1,3,2,0,9,12
0.2963,0.08006509333333311,0.2412,0.05035401833333341,0.5,0.04122029999999995,0.25525,0.06128230000000004,0.15835000000000002,0.02278370833333335,0.14425000000000002,0.07199550000000009,0.1413,0.03039801142857143,0.163,0.024025233333333302,0.1722,0.039249883333333346,0.4861,0.0935508500000002,0.22215,0.0263344249999999,0.23315000000000002,0.02676879999999995,0.5,0.5,0.1413,DyS,6,0.02278370833333335,SMM,4,4,7,10,11,6,8,2,1,3,5,0,9,12
0.43134999999999996,0.3532475583333336,0.1733,0.17396526666666715,0.5,0.3396863833333333,0.315,0.25665306166666596,0.1118,0.11333582999999993,0.1496,0.14111205,0.09785,0.14023439999999987,0.1059,0.09950272999999987,0.1389,0.19322343333333303,0.36455,0.3504445999999999,0.11359999999999999,0.16930118333333316,0.11699999999999999,0.1374878666666664,0.5,0.5,0.09785,DyS,6,0.09950272999999987,SORD,7,7,4,11,6,5,10,1,8,3,2,9,0,12
0.5,0.40879881666666706,0.5,0.28076796666666715,0.3243,0.36712044999999904,0.3243,0.26551936666666653,0.1074,0.09371075166666652,0.09494999999999999,0.16399715000000023,0.49155,0.18684113999999966,0.09815,0.06844175000000007,0.5,0.2833417000000001,0.36695,0.3362610033333329,0.10975,0.21299989999999988,0.10975,0.19650758333333318,0.5,0.5,0.09494999999999999,HDy,5,0.06844175000000007,SORD,7,7,4,5,6,11,10,3,1,8,9,2,0,12
0.18350000000000002,0.20025318833333375,0.0599,0.08913479999999979,0.128,0.17444380785714259,0.1844,0.19197202333333308,0.05,0.06341400000000004,0.08355,0.08483634999999992,0.0518,0.06419602666666656,0.05035,0.06377779166666667,0.04905,0.07055520047619046,0.2752,0.2808940845238087,0.0591,0.08518574999999991,0.0591,0.0816978233333334,0.5,0.5,0.04905,MS,8,0.06341400000000004,SMM,4,4,7,6,8,11,5,10,1,2,3,0,9,12
0.09540000000000001,0.20686761500000037,0.04195,0.08582646166666659,0.1323,0.1835271149999999,0.17800000000000002,0.20542831666666636,0.042199999999999994,0.07357697499999988,0.04305,0.09045857499999986,0.0369,0.07123196833333331,0.04095,0.06472368000000013,0.04020000000000001,0.06752411666666672,0.22535,0.24378384357142902,0.0432,0.08818591666666659,0.043550000000000005,0.08915126999999995,0.5,0.5,0.0369,DyS,6,0.06472368000000013,SORD,7,7,8,6,4,1,10,11,5,2,3,0,9,12
0.0416,0.11141644666666647,0.02145,0.042138931666666636,0.0264,0.05772330000000002,0.05775,0.08877028333333319,0.0188,0.03583917952380953,0.02205,0.09061482857142841,0.016300000000000002,0.054655404999999914,0.01815,0.03398838,0.01895,0.05040726166666658,0.077,0.1296211,0.0197,0.04353133071428568,0.020100000000000003,0.048481271428571455,0.5,0.5,0.016300000000000002,DyS,6,0.03398838,SORD,7,7,4,1,10,11,8,6,2,3,5,0,9,12
0.0094,0.06106759333333353,0.0076,0.021394799999999978,0.027450000000000002,0.07033329999999996,0.0258,0.04632796666666671,0.0079,0.02878745000000008,0.01655,0.022031049999999962,0.0073,0.02039964000000007,0.0069500000000000004,0.0197637,0.0069500000000000004,0.01770419999999998,0.01195,0.06476564999999994,0.008,0.025612374999999903,0.00915,0.03135179999999999,0.5,0.5,0.0069500000000000004,SORD,7,0.01770419999999998,MS,8,8,7,6,1,5,10,4,11,3,0,9,2,12
0.24645,0.25159022499999895,0.1012,0.107692333333333,0.1285,0.15899286666666623,0.23115,0.22162475000000104,0.06305000000000001,0.06665444999999971,0.07605,0.07795408333333344,0.0554,0.059487950000000095,0.05835,0.06457629999999948,0.07655,0.07889525000000068,0.28395,0.2903716499999991,0.06355000000000001,0.07137678333333336,0.0673,0.07479102500000011,0.5,0.5,0.0554,DyS,6,0.059487950000000095,DyS,6,6,7,4,10,11,5,8,1,2,3,0,9,12
0.049100000000000005,0.06331053333333359,0.0246,0.04789559999999992,0.0879,0.08671369999999935,0.11904999999999999,0.11464659999999965,0.02305,0.03392759999999995,0.025,0.03887527999999999,0.0204,0.031965724999999764,0.02075,0.0282605,0.02085,0.050957199999999654,0.12045,0.13440650000000073,0.025150000000000002,0.058544759999999606,0.02505,0.06705510000000005,0.5,0.5,0.0204,DyS,6,0.0282605,SORD,7,7,6,4,5,1,8,10,0,11,2,3,9,12
0.004,0.04573953333333335,0.0051,0.015185999999999995,0.0074,0.028826700000000018,0.010549999999999999,0.04084220000000007,0.006,0.016003850000000024,0.00615,0.02617750000000001,0.0045000000000000005,0.01323790000000003,0.00505,0.013082800000000002,0.0051,0.012735399999999997,0.01355,0.05923242499999999,0.0054,0.013838700000000025,0.00555,0.014211499999999983,0.5,0.5,0.004,CC,0,0.012735399999999997,MS,8,8,7,6,10,11,1,4,5,2,3,0,9,12
